ANNO_ACCADEMICO;ATENEO_CODICE;ATENEO_NOME;ATENEO_REGIONE;GENERE;STUDENTI
2016/2017;5801;Roma La Sapienza;Lazio;F;1402
2016/2017;5801;Roma La Sapienza;Lazio;M;6800
2016/2017;5801;Roma La Sapienza;Lazio;M;763
2016/2017;5801;Roma La Sapienza;Lazio;F;24526
2016/2017;5801;Roma La Sapienza;Lazio;F;7684
2016/2017;5801;Roma La Sapienza;Lazio;M;19488
2016/2017;5801;Roma La Sapienza;Lazio;M;6091
2016/2017;5801;Roma La Sapienza;Lazio;F;11300
2016/2017;5801;Roma La Sapienza;Lazio;M;9046
2016/2017;5801;Roma La Sapienza;Lazio;F;853
2016/2017;5801;Roma La Sapienza;Lazio;M;557
2016/2017;5802;Roma Tor Vergata;Lazio;F;2527
2016/2017;5802;Roma Tor Vergata;Lazio;F;330
2016/2017;5802;Roma Tor Vergata;Lazio;M;1788
2016/2017;5802;Roma Tor Vergata;Lazio;M;198
2016/2017;5802;Roma Tor Vergata;Lazio;F;7231
2016/2017;5802;Roma Tor Vergata;Lazio;F;2114
2016/2017;5802;Roma Tor Vergata;Lazio;M;7311
2016/2017;5802;Roma Tor Vergata;Lazio;M;2178
2016/2017;5802;Roma Tor Vergata;Lazio;F;2632
2016/2017;5802;Roma Tor Vergata;Lazio;M;2741
2016/2017;5802;Roma Tor Vergata;Lazio;F;126
2016/2017;5802;Roma Tor Vergata;Lazio;M;46
2016/2017;5803;Roma LUMSA;Lazio;F;1366
2016/2017;5803;Roma LUMSA;Lazio;F;141
2016/2017;5803;Roma LUMSA;Lazio;M;622
2016/2017;5803;Roma LUMSA;Lazio;M;55
2016/2017;5803;Roma LUMSA;Lazio;F;1319
2016/2017;5803;Roma LUMSA;Lazio;F;326
2016/2017;5803;Roma LUMSA;Lazio;M;726
2016/2017;5803;Roma LUMSA;Lazio;M;168
2016/2017;5803;Roma LUMSA;Lazio;F;564
2016/2017;5803;Roma LUMSA;Lazio;M;148
2016/2017;5803;Roma LUMSA;Lazio;F;23
2016/2017;5803;Roma LUMSA;Lazio;M;3
2016/2017;5805;Roma LUISS;Lazio;F;1351
2016/2017;5805;Roma LUISS;Lazio;F;272
2016/2017;5805;Roma LUISS;Lazio;M;995
2016/2017;5805;Roma LUISS;Lazio;M;220
2016/2017;5805;Roma LUISS;Lazio;F;889
2016/2017;5805;Roma LUISS;Lazio;F;448
2016/2017;5805;Roma LUISS;Lazio;M;1326
2016/2017;5805;Roma LUISS;Lazio;M;648
2016/2017;5805;Roma LUISS;Lazio;F;1009
2016/2017;5805;Roma LUISS;Lazio;M;1482
2016/2017;5806;Roma Foro Italico;Lazio;F;358
2016/2017;5806;Roma Foro Italico;Lazio;F;77
2016/2017;5806;Roma Foro Italico;Lazio;M;1037
2016/2017;5806;Roma Foro Italico;Lazio;M;264
2016/2017;5806;Roma Foro Italico;Lazio;F;147
2016/2017;5806;Roma Foro Italico;Lazio;M;317
2016/2017;5807;Roma Tre;Lazio;F;3612
2016/2017;5807;Roma Tre;Lazio;F;505
2016/2017;5807;Roma Tre;Lazio;M;1621
2016/2017;5807;Roma Tre;Lazio;M;249
2016/2017;5807;Roma Tre;Lazio;F;8556
2016/2017;5807;Roma Tre;Lazio;F;2347
2016/2017;5807;Roma Tre;Lazio;M;6650
2016/2017;5807;Roma Tre;Lazio;M;1875
2016/2017;5807;Roma Tre;Lazio;F;3548
2016/2017;5807;Roma Tre;Lazio;M;2797
2016/2017;5807;Roma Tre;Lazio;F;384
2016/2017;5807;Roma Tre;Lazio;M;70
2016/2017;5808;Roma Biomedico;Lazio;F;306
2016/2017;5808;Roma Biomedico;Lazio;F;49
2016/2017;5808;Roma Biomedico;Lazio;M;297
2016/2017;5808;Roma Biomedico;Lazio;M;36
2016/2017;5808;Roma Biomedico;Lazio;F;358
2016/2017;5808;Roma Biomedico;Lazio;F;116
2016/2017;5808;Roma Biomedico;Lazio;M;180
2016/2017;5808;Roma Biomedico;Lazio;M;63
2016/2017;5808;Roma Biomedico;Lazio;F;180
2016/2017;5808;Roma Biomedico;Lazio;M;106
2016/2017;5809;Roma UNINT;Lazio;F;442
2016/2017;5809;Roma UNINT;Lazio;F;90
2016/2017;5809;Roma UNINT;Lazio;M;192
2016/2017;5809;Roma UNINT;Lazio;M;31
2016/2017;5809;Roma UNINT;Lazio;F;521
2016/2017;5809;Roma UNINT;Lazio;M;101
2016/2017;5810;Roma Marconi;Lazio;F;277
2016/2017;5810;Roma Marconi;Lazio;F;12
2016/2017;5810;Roma Marconi;Lazio;M;354
2016/2017;5810;Roma Marconi;Lazio;M;13
2016/2017;5810;Roma Marconi;Lazio;F;2211
2016/2017;5810;Roma Marconi;Lazio;F;356
2016/2017;5810;Roma Marconi;Lazio;M;2845
2016/2017;5810;Roma Marconi;Lazio;M;354
2016/2017;5810;Roma Marconi;Lazio;F;884
2016/2017;5810;Roma Marconi;Lazio;M;863
2016/2017;5811;Roma UNITELMA;Lazio;F;167
2016/2017;5811;Roma UNITELMA;Lazio;F;2
2016/2017;5811;Roma UNITELMA;Lazio;M;167
2016/2017;5811;Roma UNITELMA;Lazio;M;5
2016/2017;5811;Roma UNITELMA;Lazio;F;337
2016/2017;5811;Roma UNITELMA;Lazio;F;35
2016/2017;5811;Roma UNITELMA;Lazio;M;437
2016/2017;5811;Roma UNITELMA;Lazio;M;58
2016/2017;5811;Roma UNITELMA;Lazio;F;122
2016/2017;5811;Roma UNITELMA;Lazio;M;131
2016/2017;5812;Roma Europea;Lazio;F;133
2016/2017;5812;Roma Europea;Lazio;F;25
2016/2017;5812;Roma Europea;Lazio;M;53
2016/2017;5812;Roma Europea;Lazio;M;16
2016/2017;5812;Roma Europea;Lazio;F;163
2016/2017;5812;Roma Europea;Lazio;F;85
2016/2017;5812;Roma Europea;Lazio;M;133
2016/2017;5812;Roma Europea;Lazio;M;50
2016/2017;5812;Roma Europea;Lazio;F;98
2016/2017;5812;Roma Europea;Lazio;M;51
2016/2017;5813;Roma UNINETTUNO;Lazio;F;109
2016/2017;5813;Roma UNINETTUNO;Lazio;F;7
2016/2017;5813;Roma UNINETTUNO;Lazio;M;145
2016/2017;5813;Roma UNINETTUNO;Lazio;M;16
2016/2017;5813;Roma UNINETTUNO;Lazio;F;3494
2016/2017;5813;Roma UNINETTUNO;Lazio;F;260
2016/2017;5813;Roma UNINETTUNO;Lazio;M;5548
2016/2017;5813;Roma UNINETTUNO;Lazio;M;380
2016/2017;5813;Roma UNINETTUNO;Lazio;F;247
2016/2017;5813;Roma UNINETTUNO;Lazio;M;431
2016/2017;5814;Roma  Mercatorum;Lazio;F;74
2016/2017;5814;Roma  Mercatorum;Lazio;F;39
2016/2017;5814;Roma  Mercatorum;Lazio;M;101
2016/2017;5814;Roma  Mercatorum;Lazio;M;64
2016/2017;5814;Roma  Mercatorum;Lazio;F;20
2016/2017;5814;Roma  Mercatorum;Lazio;M;33
2016/2017;5815;Roma UNICUSANO;Lazio;F;1478
2016/2017;5815;Roma UNICUSANO;Lazio;F;52
2016/2017;5815;Roma UNICUSANO;Lazio;M;2185
2016/2017;5815;Roma UNICUSANO;Lazio;M;111
2016/2017;5815;Roma UNICUSANO;Lazio;F;4755
2016/2017;5815;Roma UNICUSANO;Lazio;F;689
2016/2017;5815;Roma UNICUSANO;Lazio;M;7505
2016/2017;5815;Roma UNICUSANO;Lazio;M;1174
2016/2017;5815;Roma UNICUSANO;Lazio;F;1326
2016/2017;5815;Roma UNICUSANO;Lazio;M;1372
2016/2017;5816;Roma San Raffaele;Lazio;F;676
2016/2017;5816;Roma San Raffaele;Lazio;F;171
2016/2017;5816;Roma San Raffaele;Lazio;M;1003
2016/2017;5816;Roma San Raffaele;Lazio;M;297
2016/2017;5816;Roma San Raffaele;Lazio;F;454
2016/2017;5816;Roma San Raffaele;Lazio;M;423
2016/2017;5817;Roma - Link Campus;Lazio;F;80
2016/2017;5817;Roma - Link Campus;Lazio;F;10
2016/2017;5817;Roma - Link Campus;Lazio;M;101
2016/2017;5817;Roma - Link Campus;Lazio;M;7
2016/2017;5817;Roma - Link Campus;Lazio;F;210
2016/2017;5817;Roma - Link Campus;Lazio;F;58
2016/2017;5817;Roma - Link Campus;Lazio;M;549
2016/2017;5817;Roma - Link Campus;Lazio;M;184
2016/2017;5817;Roma - Link Campus;Lazio;F;102
2016/2017;5817;Roma - Link Campus;Lazio;M;186
2016/2017;6001;Cassino;Lazio;F;463
2016/2017;6001;Cassino;Lazio;F;54
2016/2017;6001;Cassino;Lazio;M;231
2016/2017;6001;Cassino;Lazio;M;45
2016/2017;6001;Cassino;Lazio;F;2242
2016/2017;6001;Cassino;Lazio;F;512
2016/2017;6001;Cassino;Lazio;M;1982
2016/2017;6001;Cassino;Lazio;M;520
2016/2017;6001;Cassino;Lazio;F;818
2016/2017;6001;Cassino;Lazio;M;694
2016/2017;6201;Sannio;Campania;F;518
2016/2017;6201;Sannio;Campania;F;73
2016/2017;6201;Sannio;Campania;M;281
2016/2017;6201;Sannio;Campania;M;47
2016/2017;6201;Sannio;Campania;F;1324
2016/2017;6201;Sannio;Campania;F;332
2016/2017;6201;Sannio;Campania;M;1423
2016/2017;6201;Sannio;Campania;M;343
2016/2017;6201;Sannio;Campania;F;397
2016/2017;6201;Sannio;Campania;M;390
2016/2017;6202;Benevento - Giustino Fortunato;Campania;F;44
2016/2017;6202;Benevento - Giustino Fortunato;Campania;F;1
2016/2017;6202;Benevento - Giustino Fortunato;Campania;M;61
2016/2017;6202;Benevento - Giustino Fortunato;Campania;F;23
2016/2017;6202;Benevento - Giustino Fortunato;Campania;F;8
2016/2017;6202;Benevento - Giustino Fortunato;Campania;M;51
2016/2017;6202;Benevento - Giustino Fortunato;Campania;M;10
2016/2017;6202;Benevento - Giustino Fortunato;Campania;F;10
2016/2017;6202;Benevento - Giustino Fortunato;Campania;M;10
2016/2017;6301;Napoli Federico II;Campania;F;10877
2016/2017;6301;Napoli Federico II;Campania;F;1425
2016/2017;6301;Napoli Federico II;Campania;M;6513
2016/2017;6301;Napoli Federico II;Campania;M;848
2016/2017;6301;Napoli Federico II;Campania;F;16736
2016/2017;6301;Napoli Federico II;Campania;F;4873
2016/2017;6301;Napoli Federico II;Campania;M;14989
2016/2017;6301;Napoli Federico II;Campania;M;4785
2016/2017;6301;Napoli Federico II;Campania;F;6890
2016/2017;6301;Napoli Federico II;Campania;M;6101
2016/2017;6302;Napoli Parthenope;Campania;F;788
2016/2017;6302;Napoli Parthenope;Campania;F;61
2016/2017;6302;Napoli Parthenope;Campania;M;569
2016/2017;6302;Napoli Parthenope;Campania;M;53
2016/2017;6302;Napoli Parthenope;Campania;F;3198
2016/2017;6302;Napoli Parthenope;Campania;F;713
2016/2017;6302;Napoli Parthenope;Campania;M;4562
2016/2017;6302;Napoli Parthenope;Campania;M;1200
2016/2017;6302;Napoli Parthenope;Campania;F;760
2016/2017;6302;Napoli Parthenope;Campania;M;895
2016/2017;6303;Napoli L'Orientale;Campania;F;5307
2016/2017;6303;Napoli L'Orientale;Campania;F;1650
2016/2017;6303;Napoli L'Orientale;Campania;M;1593
2016/2017;6303;Napoli L'Orientale;Campania;M;396
2016/2017;6303;Napoli L'Orientale;Campania;F;1381
2016/2017;6303;Napoli L'Orientale;Campania;M;317
2016/2017;6303;Napoli L'Orientale;Campania;F;126
2016/2017;6303;Napoli L'Orientale;Campania;M;35
2016/2017;6304;Napoli Benincasa;Campania;F;1821
2016/2017;6304;Napoli Benincasa;Campania;F;278
2016/2017;6304;Napoli Benincasa;Campania;M;247
2016/2017;6304;Napoli Benincasa;Campania;M;36
2016/2017;6304;Napoli Benincasa;Campania;F;3065
2016/2017;6304;Napoli Benincasa;Campania;F;858
2016/2017;6304;Napoli Benincasa;Campania;M;561
2016/2017;6304;Napoli Benincasa;Campania;M;182
2016/2017;6304;Napoli Benincasa;Campania;F;845
2016/2017;6304;Napoli Benincasa;Campania;M;143
2016/2017;6304;Napoli Benincasa;Campania;F;99
2016/2017;6304;Napoli Benincasa;Campania;M;4
2016/2017;6306;Napoli II;Campania;F;4169
2016/2017;6306;Napoli II;Campania;F;388
2016/2017;6306;Napoli II;Campania;M;3150
2016/2017;6306;Napoli II;Campania;M;321
2016/2017;6306;Napoli II;Campania;F;5820
2016/2017;6306;Napoli II;Campania;F;1569
2016/2017;6306;Napoli II;Campania;M;4339
2016/2017;6306;Napoli II;Campania;M;1198
2016/2017;6306;Napoli II;Campania;F;2521
2016/2017;6306;Napoli II;Campania;M;1390
2016/2017;6306;Napoli II;Campania;F;244
2016/2017;6306;Napoli II;Campania;M;176
2016/2017;6307;Napoli Pegaso;Campania;F;1575
2016/2017;6307;Napoli Pegaso;Campania;F;77
2016/2017;6307;Napoli Pegaso;Campania;M;2810
2016/2017;6307;Napoli Pegaso;Campania;M;201
2016/2017;6307;Napoli Pegaso;Campania;F;4398
2016/2017;6307;Napoli Pegaso;Campania;F;1188
2016/2017;6307;Napoli Pegaso;Campania;M;7690
2016/2017;6307;Napoli Pegaso;Campania;M;2135
2016/2017;6307;Napoli Pegaso;Campania;F;719
2016/2017;6307;Napoli Pegaso;Campania;M;1161
2016/2017;6501;Salerno;Campania;F;5488
2016/2017;6501;Salerno;Campania;F;659
2016/2017;6501;Salerno;Campania;M;2559
2016/2017;6501;Salerno;Campania;M;314
2016/2017;6501;Salerno;Campania;F;8636
2016/2017;6501;Salerno;Campania;F;2358
2016/2017;6501;Salerno;Campania;M;7655
2016/2017;6501;Salerno;Campania;M;2496
2016/2017;6501;Salerno;Campania;F;2600
2016/2017;6501;Salerno;Campania;M;1691
2016/2017;6501;Salerno;Campania;F;504
2016/2017;6501;Salerno;Campania;M;192
2016/2017;6601;L'Aquila;Abruzzo;F;1827
2016/2017;6601;L'Aquila;Abruzzo;F;129
2016/2017;6601;L'Aquila;Abruzzo;M;899
2016/2017;6601;L'Aquila;Abruzzo;M;32
2016/2017;6601;L'Aquila;Abruzzo;F;4722
2016/2017;6601;L'Aquila;Abruzzo;F;812
2016/2017;6601;L'Aquila;Abruzzo;M;4282
2016/2017;6601;L'Aquila;Abruzzo;M;851
2016/2017;6601;L'Aquila;Abruzzo;F;1913
2016/2017;6601;L'Aquila;Abruzzo;M;1217
2016/2017;6601;L'Aquila;Abruzzo;F;154
2016/2017;6601;L'Aquila;Abruzzo;M;81
2016/2017;6701;Teramo;Abruzzo;F;1354
2016/2017;6701;Teramo;Abruzzo;F;125
2016/2017;6701;Teramo;Abruzzo;M;717
2016/2017;6701;Teramo;Abruzzo;M;89
2016/2017;6701;Teramo;Abruzzo;F;1281
2016/2017;6701;Teramo;Abruzzo;F;425
2016/2017;6701;Teramo;Abruzzo;M;1192
2016/2017;6701;Teramo;Abruzzo;M;321
2016/2017;6701;Teramo;Abruzzo;F;249
2016/2017;6701;Teramo;Abruzzo;M;187
2016/2017;6701;Teramo;Abruzzo;F;74
2016/2017;6701;Teramo;Abruzzo;M;38
2016/2017;6901;Chieti e Pescara;Abruzzo;F;3037
2016/2017;6901;Chieti e Pescara;Abruzzo;F;314
2016/2017;6901;Chieti e Pescara;Abruzzo;M;1885
2016/2017;6901;Chieti e Pescara;Abruzzo;M;198
2016/2017;6901;Chieti e Pescara;Abruzzo;F;7513
2016/2017;6901;Chieti e Pescara;Abruzzo;F;2171
2016/2017;6901;Chieti e Pescara;Abruzzo;M;4472
2016/2017;6901;Chieti e Pescara;Abruzzo;M;1280
2016/2017;6901;Chieti e Pescara;Abruzzo;F;2703
2016/2017;6901;Chieti e Pescara;Abruzzo;M;1134
2016/2017;6901;Chieti e Pescara;Abruzzo;F;147
2016/2017;6901;Chieti e Pescara;Abruzzo;M;93
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;F;25
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;F;3
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;M;22
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;M;2
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;F;46
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;F;1
2016/2017;6902;Torrevecchia Teatina - Leonardo da Vinci;Abruzzo;M;35
2016/2017;7001;Molise;Molise;F;1271
2016/2017;7001;Molise;Molise;F;126
2016/2017;7001;Molise;Molise;M;552
2016/2017;7001;Molise;Molise;M;49
2016/2017;7001;Molise;Molise;F;1679
2016/2017;7001;Molise;Molise;F;489
2016/2017;7001;Molise;Molise;M;1456
2016/2017;7001;Molise;Molise;M;396
2016/2017;7001;Molise;Molise;F;472
2016/2017;7001;Molise;Molise;M;389
2016/2017;7001;Molise;Molise;F;54
2016/2017;7001;Molise;Molise;M;2
2016/2017;7101;Foggia;Puglia;F;896
2016/2017;7101;Foggia;Puglia;F;105
2016/2017;7101;Foggia;Puglia;M;641
2016/2017;7101;Foggia;Puglia;M;99
2016/2017;7101;Foggia;Puglia;F;3054
2016/2017;7101;Foggia;Puglia;F;1043
2016/2017;7101;Foggia;Puglia;M;1862
2016/2017;7101;Foggia;Puglia;M;666
2016/2017;7101;Foggia;Puglia;F;704
2016/2017;7101;Foggia;Puglia;M;374
2016/2017;7201;Bari;Puglia;F;7006
2016/2017;7201;Bari;Puglia;F;807
2016/2017;7201;Bari;Puglia;M;3797
2016/2017;7201;Bari;Puglia;M;407
2016/2017;7201;Bari;Puglia;F;12597
2016/2017;7201;Bari;Puglia;F;3230
2016/2017;7201;Bari;Puglia;M;8242
2016/2017;7201;Bari;Puglia;M;2301
2016/2017;7201;Bari;Puglia;F;3161
2016/2017;7201;Bari;Puglia;M;1527
2016/2017;7201;Bari;Puglia;F;790
2016/2017;7201;Bari;Puglia;M;413
2016/2017;7202;Bari Politecnico;Puglia;F;733
2016/2017;7202;Bari Politecnico;Puglia;F;75
2016/2017;7202;Bari Politecnico;Puglia;M;514
2016/2017;7202;Bari Politecnico;Puglia;M;52
2016/2017;7202;Bari Politecnico;Puglia;F;1165
2016/2017;7202;Bari Politecnico;Puglia;F;405
2016/2017;7202;Bari Politecnico;Puglia;M;3378
2016/2017;7202;Bari Politecnico;Puglia;M;1073
2016/2017;7202;Bari Politecnico;Puglia;F;569
2016/2017;7202;Bari Politecnico;Puglia;M;1463
2016/2017;7202;Bari Politecnico;Puglia;F;43
2016/2017;7202;Bari Politecnico;Puglia;M;151
2016/2017;7203;Casamassima - J.Monnet;Puglia;F;232
2016/2017;7203;Casamassima - J.Monnet;Puglia;F;10
2016/2017;7203;Casamassima - J.Monnet;Puglia;M;234
2016/2017;7203;Casamassima - J.Monnet;Puglia;M;19
2016/2017;7203;Casamassima - J.Monnet;Puglia;F;161
2016/2017;7203;Casamassima - J.Monnet;Puglia;F;57
2016/2017;7203;Casamassima - J.Monnet;Puglia;M;382
2016/2017;7203;Casamassima - J.Monnet;Puglia;M;104
2016/2017;7203;Casamassima - J.Monnet;Puglia;F;59
2016/2017;7203;Casamassima - J.Monnet;Puglia;M;105
2016/2017;7501;Salento;Puglia;F;1443
2016/2017;7501;Salento;Puglia;F;183
2016/2017;7501;Salento;Puglia;M;631
2016/2017;7501;Salento;Puglia;M;90
2016/2017;7501;Salento;Puglia;F;5244
2016/2017;7501;Salento;Puglia;F;1482
2016/2017;7501;Salento;Puglia;M;3379
2016/2017;7501;Salento;Puglia;M;940
2016/2017;7501;Salento;Puglia;F;1903
2016/2017;7501;Salento;Puglia;M;1011
2016/2017;7501;Salento;Puglia;F;199
2016/2017;7501;Salento;Puglia;M;80
2016/2017;7601;Basilicata;Basilicata;F;1118
2016/2017;7601;Basilicata;Basilicata;F;156
2016/2017;7601;Basilicata;Basilicata;M;284
2016/2017;7601;Basilicata;Basilicata;M;56
2016/2017;7601;Basilicata;Basilicata;F;1620
2016/2017;7601;Basilicata;Basilicata;F;314
2016/2017;7601;Basilicata;Basilicata;M;1628
2016/2017;7601;Basilicata;Basilicata;M;387
2016/2017;7601;Basilicata;Basilicata;F;425
2016/2017;7601;Basilicata;Basilicata;M;421
2016/2017;7601;Basilicata;Basilicata;F;65
2016/2017;7601;Basilicata;Basilicata;M;1
2016/2017;7801;Calabria;Calabria;F;3127
2016/2017;7801;Calabria;Calabria;F;411
2016/2017;7801;Calabria;Calabria;M;998
2016/2017;7801;Calabria;Calabria;M;127
2016/2017;7801;Calabria;Calabria;F;7455
2016/2017;7801;Calabria;Calabria;F;1618
2016/2017;7801;Calabria;Calabria;M;6089
2016/2017;7801;Calabria;Calabria;M;1538
2016/2017;7801;Calabria;Calabria;F;2075
2016/2017;7801;Calabria;Calabria;M;1746
2016/2017;7801;Calabria;Calabria;F;199
2016/2017;7801;Calabria;Calabria;M;104
2016/2017;7901;Catanzaro;Calabria;F;2430
2016/2017;7901;Catanzaro;Calabria;F;249
2016/2017;7901;Catanzaro;Calabria;M;1417
2016/2017;7901;Catanzaro;Calabria;M;143
2016/2017;7901;Catanzaro;Calabria;F;2513
2016/2017;7901;Catanzaro;Calabria;F;648
2016/2017;7901;Catanzaro;Calabria;M;1863
2016/2017;7901;Catanzaro;Calabria;M;447
2016/2017;7901;Catanzaro;Calabria;F;171
2016/2017;7901;Catanzaro;Calabria;M;127
2016/2017;8001;Reggio Calabria;Calabria;F;1493
2016/2017;8001;Reggio Calabria;Calabria;F;126
2016/2017;8001;Reggio Calabria;Calabria;M;864
2016/2017;8001;Reggio Calabria;Calabria;M;63
2016/2017;8001;Reggio Calabria;Calabria;F;823
2016/2017;8001;Reggio Calabria;Calabria;F;183
2016/2017;8001;Reggio Calabria;Calabria;M;1198
2016/2017;8001;Reggio Calabria;Calabria;M;334
2016/2017;8001;Reggio Calabria;Calabria;F;253
2016/2017;8001;Reggio Calabria;Calabria;M;395
2016/2017;8001;Reggio Calabria;Calabria;F;59
2016/2017;8001;Reggio Calabria;Calabria;M;33
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;F;404
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;F;134
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;M;70
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;M;43
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;F;244
2016/2017;8003;Reggio Calabria - Dante Alighieri;Calabria;M;43
2016/2017;8201;Palermo;Sicilia;F;7211
2016/2017;8201;Palermo;Sicilia;F;863
2016/2017;8201;Palermo;Sicilia;M;3968
2016/2017;8201;Palermo;Sicilia;M;418
2016/2017;8201;Palermo;Sicilia;F;8956
2016/2017;8201;Palermo;Sicilia;F;2851
2016/2017;8201;Palermo;Sicilia;M;7620
2016/2017;8201;Palermo;Sicilia;M;2451
2016/2017;8201;Palermo;Sicilia;F;3244
2016/2017;8201;Palermo;Sicilia;M;2096
2016/2017;8201;Palermo;Sicilia;F;45
2016/2017;8201;Palermo;Sicilia;M;3
2016/2017;8301;Messina;Sicilia;F;3192
2016/2017;8301;Messina;Sicilia;F;296
2016/2017;8301;Messina;Sicilia;M;2068
2016/2017;8301;Messina;Sicilia;M;199
2016/2017;8301;Messina;Sicilia;F;6762
2016/2017;8301;Messina;Sicilia;F;1737
2016/2017;8301;Messina;Sicilia;M;4042
2016/2017;8301;Messina;Sicilia;M;1205
2016/2017;8301;Messina;Sicilia;F;1919
2016/2017;8301;Messina;Sicilia;M;790
2016/2017;8301;Messina;Sicilia;F;378
2016/2017;8301;Messina;Sicilia;M;174
2016/2017;8601;Enna - KORE;Sicilia;F;1247
2016/2017;8601;Enna - KORE;Sicilia;F;168
2016/2017;8601;Enna - KORE;Sicilia;M;469
2016/2017;8601;Enna - KORE;Sicilia;M;34
2016/2017;8601;Enna - KORE;Sicilia;F;1325
2016/2017;8601;Enna - KORE;Sicilia;F;333
2016/2017;8601;Enna - KORE;Sicilia;M;1087
2016/2017;8601;Enna - KORE;Sicilia;M;250
2016/2017;8601;Enna - KORE;Sicilia;F;413
2016/2017;8601;Enna - KORE;Sicilia;M;170
2016/2017;8701;Catania;Sicilia;F;5295
2016/2017;8701;Catania;Sicilia;F;622
2016/2017;8701;Catania;Sicilia;M;3486
2016/2017;8701;Catania;Sicilia;M;373
2016/2017;8701;Catania;Sicilia;F;12084
2016/2017;8701;Catania;Sicilia;F;2635
2016/2017;8701;Catania;Sicilia;M;8911
2016/2017;8701;Catania;Sicilia;M;2306
2016/2017;8701;Catania;Sicilia;F;3863
2016/2017;8701;Catania;Sicilia;M;2309
2016/2017;8701;Catania;Sicilia;F;968
2016/2017;8701;Catania;Sicilia;M;494
2016/2017;9001;Sassari;Sardegna;F;1809
2016/2017;9001;Sassari;Sardegna;F;198
2016/2017;9001;Sassari;Sardegna;M;1002
2016/2017;9001;Sassari;Sardegna;M;121
2016/2017;9001;Sassari;Sardegna;F;3839
2016/2017;9001;Sassari;Sardegna;F;1073
2016/2017;9001;Sassari;Sardegna;M;2264
2016/2017;9001;Sassari;Sardegna;M;687
2016/2017;9001;Sassari;Sardegna;F;1016
2016/2017;9001;Sassari;Sardegna;M;541
2016/2017;9001;Sassari;Sardegna;F;242
2016/2017;9001;Sassari;Sardegna;M;101
2016/2017;9201;Cagliari;Sardegna;F;2782
2016/2017;9201;Cagliari;Sardegna;F;311
2016/2017;9201;Cagliari;Sardegna;M;1508
2016/2017;9201;Cagliari;Sardegna;M;130
2016/2017;9201;Cagliari;Sardegna;F;7710
2016/2017;9201;Cagliari;Sardegna;F;1563
2016/2017;9201;Cagliari;Sardegna;M;5879
2016/2017;9201;Cagliari;Sardegna;M;1322
2016/2017;9201;Cagliari;Sardegna;F;2209
2016/2017;9201;Cagliari;Sardegna;M;1372
2016/2017;9201;Cagliari;Sardegna;F;423
2016/2017;9201;Cagliari;Sardegna;M;170
